item,itemLabel,startDate,endDate,sourceDate,psid
Q16359029,Jonuz Salihaj,2006,2008,2022-07-08,Q16359029-B081D846-BB03-4D98-A312-C550F6A4C7B7
Q16350004,Nekibe Kelmendi,2008,2011,2022-07-08,Q16350004-2A1EDE37-F44E-4404-9D19-4F29070913A5
Q55669408,Haki Demolli,2010-03-31,2010-10-18,2022-07-08,Q55669408-50F73BB8-7869-4581-B2CD-A270EB8F014B
Q531514,Hajredin Kuci,2011,2016,2022-07-08,Q531514-768AB2BD-A985-413E-9BB3-66A8D72276B3
Q112972694,Dhurata Hoxha,2016,2016,2022-07-08,Q112972694-36404A38-DC90-44C0-98A0-580D9A5EA9B6
Q61079505,Abelard Tahiri,2016,2020,2022-07-08,Q61079505-93125B5D-DCBC-40EE-BBDC-6F63EE74E4B0
Q13036897,Albulena Haxhiu,2020-02-03,2020-06-03,,Q13036897-102E51D5-D459-43E8-BADF-076D7940840B
Q97062235,Selim Selimi,2020-06-03,2021-03-22,2022-07-08,Q97062235-A794B5E9-CDDF-4BD3-B168-CD2A8688C518
Q13036897,Albulena Haxhiu,2021-03-22,,,Q13036897-A1EE825B-BD57-408A-8C4A-FAE02836F6E7
