person,personLabel,personDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision,image
Q13047644,Vjosa Osmani,President of the Republic of Kosovo,Q6581072,female,1982-05-17,11,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vjosa%20Osmani%202020%20%28cropped%29.jpg
