item,itemLabel,startDate,endDate,sourceDate,psid
Q57634,Hashim Thaçi,2008-01-09,2014-12-09,,Q57634-781ADD43-823E-4741-B621-27BDC786A26F
Q177851,Isa Mustafa,2014-12-09,2017-09-09,,Q177851-0f21aeb5-4c05-65f8-67fa-d3e298a0c9dd
Q316553,Ramush Haradinaj,2017-09-09,2020-02-03,,Q316553-62b18084-4f51-92d4-1b7b-ce76afdde8e0
Q441633,Albin Kurti,2020-02-03,2020-06-03,,Q441633-c5aecb03-433c-7e5a-36f0-cb70c5577d74
Q30323682,Avdullah Hoti,2020-06-03,2021-03-22,,Q30323682-70df92c2-4796-0505-e3e0-7f6fc3201eb0
Q441633,Albin Kurti,2021-03-22,,,Q441633-0a85622e-46c5-8159-ea88-bdc725029c60
